,Profile,Features changed,Perc. features changed with bad shap vals,Distance to data point,Distance to training data point,Target missed
57,Run 1_Trace 1613475736671,2,0.0,0.21607899558902854,0.5559397241972275,False
58,Run 1_Trace 1613475726685,6,0.0,0.09776510619989592,0.0003780634256994194,False
59,Run 1_Trace 1613663739179,3,0.0,0.026407770947990242,0.7212825492016313,False
60,Run 1_Trace 1613476006597,4,0.0,0.054574552558715114,0.3843647557756549,False
61,Run 1_Trace 1613475803424,2,0.0,0.03149489531463273,0.4987426745001973,False
62,Run 1_Trace 1613481907651,7,28.57142857142857,0.08322902336988751,0.08333333333333333,False
63,Run 1_Trace 1613490921772,5,0.0,0.0318724229854422,1.0554212854725775,False
64,5D5.3,7,0.0,0.08382800009797853,0.20026917750899265,False
65,Run 1_Trace 1613475727035,9,33.33333333333333,0.08675896301461497,0.0,False
66,Run 1_Trace 1613475802352,5,0.0,0.09372173669057744,0.05345045856096757,False
67,Run 1_Trace 1613475789015,3,0.0,0.07010757980621772,0.2628088262697107,False
68,Run 1_Trace 1613475781601,4,25.0,0.060633016997813705,0.9463420485542221,False
69,3D5.3,1,0.0,0.06060606060606061,0.8774767959243374,False
70,Run 1_Trace 1613475999502,3,0.0,0.11090686274509805,0.4224195061613231,False
71,Run 1_Trace 1613475951305,8,50.0,0.10033469949495437,0.0,False
72,Run 1_Trace 1613485645791,3,0.0,0.040999131089675074,0.7083659946865422,False
73,Run 1_Trace 1613688859964,2,0.0,0.08380681818181818,1.1023980696008575,False
74,Run 1_Trace 1613475736752,1,0.0,0.08333333333333333,0.6729536410395224,False
75,Run 1_Trace 1613475837670,2,0.0,0.055489422495049595,0.9407051658448735,False
76,Run 1_Trace 1613569840299,7,0.0,0.07802615003071797,0.3248683449293926,False
77,Run 1_Trace 1613475783599,7,28.57142857142857,0.10581172214066341,0.0,False
78,Run 1_Trace 1613618663656,4,0.0,0.06226236849059108,0.39194409629713856,False
79,Run 1_Trace 1613478292234,1,0.0,0.169999999999483,0.30002933536814186,False
80,Run 1_Trace 1613481866121,7,0.0,0.10812310178176296,0.08333333333333333,False
81,Run 1_Trace 1613475745356,2,0.0,0.19075692598677513,0.29675451418039844,False
82,Run 1_Trace 1613678045847,8,25.0,0.08128817605056601,0.0,False
83,Run 1_Trace 1613475720466,6,0.0,0.10109897412675344,0.12734663407847113,False
84,Run 1_Trace 1613489231530,1,0.0,0.125,0.3708891063696182,False
85,Run 1_Trace 1613475798924,5,20.0,0.07338989963847321,0.36388194171140203,False
86,Run 1_Trace 1613475802182,5,0.0,0.12422647895563341,0.10000000000038245,False
87,Run 1_Trace 1613475937255,5,0.0,0.08518615635530838,0.20133993877098869,False
88,Run 1_Trace 1613586857591,4,0.0,0.10746917233162095,0.6101028136536792,False
89,6606074_20170517081_RABM0509NL#02_A10.hid,4,0.0,0.12658071066091908,0.25573025545226763,False
90,Run 1_Trace 1613615811349,3,0.0,0.10316833307828797,0.8717642365714182,False
91,4.54,3,0.0,0.2113368983958759,0.24402368113814152,False
92,Run 1_Trace 1613475883955,7,0.0,0.1013907864786179,0.0,False
93,6606057_20170517064_RABF9247NL#02_H07.hid,5,0.0,0.14650352386588847,0.22472076128691604,False
94,Run 1_Trace 1613477873571,7,14.285714285714285,0.06366102565828827,0.14796610562175078,False
95,6606039_20170517046_RABO7364NL#02_D05.hid,1,0.0,0.3333333333333333,0.3198366904461277,False
96,Run 1_Trace 1613665089583,9,22.22222222222222,0.1038304375617262,0.0,False
97,Run 1_Trace 1613475738489,9,22.22222222222222,0.08624417076829223,0.0,False
98,Run 1_Trace 1613475752417,1,0.0,0.03932076971500275,0.8629965986019209,False
99,Run 1_Trace 1613475782025,3,0.0,0.041655869513987885,0.6669888292702726,False
100,3.19,8,25.0,0.060256307518428295,0.0,False
101,Run 1_Trace 1613483645272,2,0.0,0.10205280036875325,0.5129630765264052,False
102,Run 1_Trace 1613596150529,1,0.0,0.08333333333333333,0.8784749521566908,False
103,Run 1_Trace 1613475732114,2,0.0,0.1911504558736217,0.2594837481775055,False
104,Run 1_Trace 1613475787468,3,0.0,0.053436383303726,0.16558441559101097,False
105,Run 1_Trace 1613491007472,1,0.0,0.045454545454545456,0.8263128439216292,False
106,Run 1_Trace 1613637308065,9,22.22222222222222,0.15055031223300996,0.0,False
107,Run 1_Trace 1613485033615,5,0.0,0.07769183345548732,0.30833333333432333,False
108,Run 1_Trace 1613477198029,2,0.0,0.0488348252378214,0.5587319889862086,False
109,Run 1_Trace 1613629974092,4,0.0,0.10544189227581036,0.6272342682635436,False
110,Run 1_Trace 1613477914698,7,0.0,0.04117631040238528,0.8186274509803921,False
111,Run 1_Trace 1613475723439,5,0.0,0.10457372529708564,0.08999999999979101,False
112,Run 1_Trace 1613475810890,3,0.0,0.06727028331356531,0.2862163950836802,False
113,Run 1_Trace 1613475936360,2,0.0,0.05024509803921569,0.6241803902371716,False
114,Run 1_Trace 1613475848783,9,11.11111111111111,0.0675553431978399,0.0,False
115,Run 1_Trace 1613475869065,5,0.0,0.05300653299151485,0.47252538585353865,False
116,Run 1_Trace 1613480767755,1,0.0,0.10822852238548353,0.803454495073749,False
117,Run 1_Trace 1613587918827,2,0.0,0.0441058977037243,0.6977370849021538,False
118,Run 1_Trace 1613475753468,7,28.57142857142857,0.07335378413362524,0.0,False
119,5.53,4,0.0,0.057565323112941255,0.7693937356277754,False
120,Run 1_Trace 1613586554234,1,0.0,0.09848484848484848,0.4039820728719449,False
121,Run 1_Trace 1613593273517,3,0.0,0.08918785067460659,0.316577812268989,False
122,Run 1_Trace 1613576689510,1,0.0,0.07575757575757576,0.8115227554167681,False
123,Run 1_Trace 1613492112001,2,0.0,0.07857376005184807,0.5740944509761321,False
124,Run 1_Trace 1613650230121,4,0.0,0.05003301439060437,0.6207887420738329,False
125,Run 1_Trace 1613475794185,5,40.0,0.03588120355745794,0.0,False
126,Run 1_Trace 1613486593772,1,0.0,0.11458333333333333,0.5823869189987309,False
127,3.66,8,50.0,0.12215773136475852,0.0,False
128,Run 1_Trace 1613487170665,5,0.0,0.05357351087548946,0.578810866459953,False
129,Run 1_Trace 1613475917689,1,0.0,0.07291666666666667,0.8464649803158534,False
130,Run 1_Trace 1613475794371,11,27.27272727272727,0.12572943295272737,0.0,False
131,Run 1_Trace 1613486104028,1,0.0,0.007575757575757576,0.5794271982373931,False
132,Run 1_Trace 1613478755556,2,0.0,0.11795343137254902,0.9410147126423747,False
133,Run 1_Trace 1613475857120,8,12.5,0.11332698882243558,0.05303030303030303,False
134,Run 1_Trace 1613475775715,5,0.0,0.07416612831372386,0.28571428571477814,False
135,Run 1_Trace 1613475867569,2,0.0,0.05018150492876927,0.14244413349506937,False
136,Run 1_Trace 1613475714749,6,33.33333333333333,0.07261051362932096,0.055167608118726744,False
137,Run 1_Trace 1613564387194,8,0.0,0.09136128253433164,0.0,False
138,4.11,4,0.0,1.253777359992129,1.0462805848551817,False
139,Run 1_Trace 1613478183114,8,25.0,0.09869096737996663,0.0,False
140,Run 1_Trace 1613475794447,2,0.0,0.16384014796423224,0.6578743204189922,False
141,Run 1_Trace 1613487537066,5,20.0,0.08832990798569769,1.053907811412088,False
142,Run 1_Trace 1613475736833,2,0.0,0.17031712254028836,0.22110606501464442,False
143,Run 1_Trace 1613475964168,1,0.0,0.06254504002798097,0.590508325789485,False
144,4E3.3,2,0.0,0.05622063876185273,0.35954856523512274,False
145,6606054_20170517061_RABM6853NL#02_E07.hid,4,0.0,0.12658071066091908,0.22026086376373258,False
146,Run 1_Trace 1613475728719,1,0.0,0.11826006345139313,0.5304629981717357,False
147,Run 1_Trace 1613636987187,2,0.0,0.1697860962566845,0.803844062962588,False
148,Run 1_Trace 1613630932665,1,0.0,0.03787878787878788,1.0762619241961922,False
149,Run 1_Trace 1613616879235,9,33.33333333333333,0.1517317615065209,0.0,False
150,Run 1_Trace 1613480966641,8,25.0,0.13179050757116653,0.3333333333333333,False
151,Run 1_Trace 1613475922207,4,0.0,0.017293448120678165,0.37932798740637386,False
152,Run 1_Trace 1613475856675,4,0.0,0.0986961717422385,0.5750000000000001,False
153,Run 1_Trace 1613476301981,2,0.0,0.0561520892836721,0.1976454147172975,False
154,Run 1_Trace 1613671824166,3,0.0,0.10552703828831385,0.4297630292647326,False
155,Run 1_Trace 1613475942333,1,0.0,0.03431535980898308,0.9341773154539699,False
156,Run 1_Trace 1613475920843,3,0.0,0.04352014137376115,0.4257745490193249,False
157,Run 1_Trace 1613489095890,3,0.0,0.05601031550899297,0.5349304116472962,False
158,Run 1_Trace 1613478186105,4,0.0,0.12032903923453644,0.1097710415780773,False
159,Run 1_Trace 1613492032656,9,77.77777777777779,0.1381600872230081,0.0,False
160,Run 1_Trace 1613475976981,7,28.57142857142857,0.09877068233928221,0.25,False
161,Run 1_Trace 1613475744994,2,0.0,0.19075692598677513,0.5667542443743772,False
162,Run 1_Trace 1613475886921,4,0.0,0.051010742928476224,0.4960829946955095,False
163,Run 1_Trace 1613475783202,4,0.0,0.1002377926477272,0.40093617638022666,False
164,Run 1_Trace 1613475750955,2,0.0,0.061929981874997334,0.5796573062686292,False
165,Run 1_Trace 1613642519491,8,0.0,0.08122860490605832,0.5833333333333333,False
166,Run 1_Trace 1613667246460,4,0.0,0.10490705856695079,0.5246566115815137,False
167,5.20,10,20.0,0.1332442000333091,0.0,False
168,31pg_D06_12.hid,3,0.0,0.07099153948911043,0.31259636910851163,False
169,Run 1_Trace 1613475794771,2,0.0,0.05492424242424242,0.2888509933143565,False
170,Run 1_Trace 1613475733303,4,0.0,0.0974654627165365,0.3090926477784204,False
171,4.59,2,0.0,0.13257575757575757,0.5526313162572332,False
172,Run 1_Trace 1613475868422,1,0.0,0.05905615713089148,0.6412499663009266,False
173,Run 1_Trace 1613475821715,1,0.0,0.14583333333333334,0.28541847021460603,False
174,Run 1_Trace 1613478218063,2,0.0,0.22916666666666666,0.5726890494225261,False
175,Run 1_Trace 1613594483186,4,0.0,0.09208319877577958,0.2950377436650325,False
176,Run 1_Trace 1613475741546,6,0.0,0.1076723762541113,0.13889526720990972,False
177,Run 1_Trace 1613492079809,7,14.285714285714285,0.12964372146698486,0.08263385539125054,False
178,Run 1_Trace 1613599986766,5,0.0,0.1208053249931961,0.4432551929697581,False
179,Run 1_Trace 1613480671880,5,20.0,0.0911660336030315,0.5899496282777811,False
180,Run 1_Trace 1613475765069,2,0.0,0.059185606060606064,0.15766454397088547,False
181,Run 1_Trace 1613611201682,6,0.0,0.05963830355868363,0.6891460769032641,False
182,6606050_20170517057_RABM6855NL#02_H06.hid,1,0.0,0.3229166666666667,0.2011929370184103,False
183,Run 1_Trace 1613475803032,3,0.0,0.10251526374958979,0.36235707943081374,False
184,Run 1_Trace 1613475820539,3,0.0,0.1135195662350753,0.20576276253865608,False
185,Run 1_Trace 1613475773010,4,0.0,0.05255584957375975,0.3816137963575799,False
186,Run 1_Trace 1613475925267,2,0.0,0.09895833333333333,0.5871580714948227,False
187,Run 1_Trace 1613475716389,1,0.0,0.08462047836610352,0.7087789738739865,False
188,Run 1_Trace 1613480373102,1,0.0,0.058823529411764705,0.33206627728494054,False
189,Run 1_Trace 1613475784247,3,0.0,0.06649191802536959,0.7161611314816516,False
190,Run 1_Trace 1613679884886,1,0.0,0.08333333333333333,0.837180819897587,False
191,Run 1_Trace 1613477922901,9,22.22222222222222,0.08612323337234704,0.2309680224542795,False
192,Run 1_Trace 1613475727389,1,0.0,0.2916666666666667,0.5173935570197067,False
193,Run 1_Trace 1613488326513,10,30.0,0.0734447750382369,0.0,False
194,Run 1_Trace 1613480512100,5,0.0,0.029223155648979156,0.4825622166032026,False
195,Run 1_Trace 1613491440309,1,0.0,0.09848484848484848,0.6504300209701396,False
196,Run 1_Trace 1613477690283,9,22.22222222222222,0.11897842699537296,0.0,False
197,Run 1_Trace 1613604495938,2,0.0,0.04077540106951871,0.6721531060581807,False
198,Run 1_Trace 1613475951462,8,0.0,0.07855111726526967,0.14285714285714285,False
199,Run 1_Trace 1613475801794,4,0.0,0.02070109682411125,0.28843162193613736,False
200,Run 1_Trace 1613663913485,8,0.0,0.23845764437357053,0.26490891282732953,False
201,Run 1_Trace 1613485242647,5,0.0,0.12576855337294507,0.020320357285419925,False
202,Run 1_Trace 1613475975500,5,0.0,0.09279280062837227,0.3514061386383652,False
203,Run 1_Trace 1613616829305,3,0.0,0.07631394721624288,0.5496974308564072,False
204,1E5.3,1,0.0,0.08333333333333333,0.5677784964530709,False
205,5-1-1-1_B07_04,3,0.0,0.052436125965537726,0.5470130634677781,False
206,Run 1_Trace 1613488287804,9,44.44444444444444,0.06717360928041725,0.5357142857142857,False
207,Run 1_Trace 1613475871387,9,0.0,0.09693022577868642,1.633067660442774e-06,False
208,Run 1_Trace 1613489627064,4,0.0,0.0482394160507783,0.7904284974383499,False
209,Run 1_Trace 1613475728226,8,37.5,0.10009354557057534,0.0003854764340464647,False
210,5.16,2,0.0,0.053030303030303025,0.5403086333136853,False
211,Run 1_Trace 1613475740162,2,0.0,0.05470255065130271,0.67364177391564,False
212,Run 1_Trace 1613475736509,2,0.0,0.0761735926534418,0.0943460407737208,False
213,Run 1_Trace 1613475866662,1,0.0,0.08333333333333333,0.36393112256295934,False
214,Run 1_Trace 1613475842302,2,0.0,0.0922002945611893,0.60625243885112,False
215,Run 1_Trace 1613475820370,1,0.0,0.07291666666666667,0.6900350719389653,False
216,5.62,3,0.0,0.055041690687427404,1.0265090740289646,False
217,6606027_20170517034_RABJ2459NL#02_H03.hid,1,0.0,0.3333333333333333,0.3883546388626742,False
218,Run 1_Trace 1613614726168,2,0.0,0.046717441068382104,0.7833217962513782,False
219,Run 1_Trace 1613475753598,4,0.0,0.2088554247596947,0.1428571428576353,False
220,Run 1_Trace 1613656737259,9,0.0,0.07684335448073334,0.47619047619047616,False
221,Run 1_Trace 1613590861620,6,0.0,0.04421661308581709,0.6317987992547872,False
222,7241795_20080212140_AGU965#00_D02.hid,4,0.0,0.08491404399425241,0.20993454313629556,False
223,Run 1_Trace 1613475987816,13,38.46153846153847,0.18288383546626236,0.1756375569946308,False
224,Run 1_Trace 1613475874040,1,0.0,0.13541666666666666,0.6633457205757994,False
225,Run 1_Trace 1613490625198,4,0.0,0.07469844630183113,0.5558587191868821,False
226,Run 1_Trace 1613475822314,1,0.0,0.09243380884251211,0.22445681952364632,False
227,Run 1_Trace 1613480068950,1,0.0,0.10416666666666667,1.1449509056990883,False
228,Run 1_Trace 1613569358770,4,0.0,0.14250779857422252,0.285748375483624,False
229,Run 1_Trace 1613644816350,4,0.0,0.03132824721432095,0.6438017088657995,False
230,Run 1_Trace 1613475798962,6,0.0,0.1854838817370477,0.31210409775010195,False
231,Run 1_Trace 1613490164730,2,0.0,0.029069927241753165,0.3937343670466111,False
232,Run 1_Trace 1613475772369,3,0.0,0.08578459116225966,0.17945950236352698,False
233,Run 1_Trace 1613485223144,3,0.0,0.0354370000211291,0.7551504019923937,False
234,Run 1_Trace 1613487669386,1,0.0,0.08333333333333333,0.5090249521762694,False
235,Run 1_Trace 1613475947574,5,0.0,0.06068853134041419,0.563438759820581,False
236,Run 1_Trace 1613475775889,4,0.0,0.06290600896022455,0.5394040443700626,False
237,Run 1_Trace 1613475774907,1,0.0,0.11363636363636363,0.662707368226484,False
238,Run 1_Trace 1613484138673,2,0.0,0.07383140259312665,0.4586680273543316,False
239,Run 1_Trace 1613475719063,2,0.0,0.22324123462846093,0.042294560648986824,False
240,Run 1_Trace 1613475742316,9,44.44444444444444,0.10553477953241558,0.03389227416270071,False
241,Run 1_Trace 1613475940226,8,25.0,0.09488130959453862,0.0,False
242,Run 1_Trace 1613480341293,9,22.22222222222222,0.06677618343258986,0.0,False
243,2.77,2,0.0,0.08806818181818182,1.8170586238261273,False
244,Run 1_Trace 1613484878378,7,0.0,0.0776781619537213,0.3863560102339839,False
245,Run 1_Trace 1613487624098,11,45.45454545454545,0.1049091819101854,0.0,False
246,Run 1_Trace 1613485175775,2,0.0,0.10084033613445378,0.4690203740829732,False
247,Run 1_Trace 1613475918739,6,0.0,0.09178806622045649,0.14285714285714285,False
248,Run 1_Trace 1613475918156,3,0.0,0.04884617506993647,0.36202951311534637,False
249,Run 1_Trace 1613475744114,1,0.0,0.08333333333333333,0.6189369129936347,False
250,Run 1_Trace 1613475786867,2,0.0,0.11727315732147361,0.32148798033517056,False
251,Run 1_Trace 1613475849305,2,0.0,0.014044826942488063,0.3152175480927322,False
252,Run 1_Trace 1613482158936,3,0.0,0.10202020202049533,0.4206472588239098,False
253,Run 1_Trace 1613476002664,10,30.0,0.10414176057139979,0.0,False
254,Run 1_Trace 1613476182858,2,0.0,0.11770833333382832,0.3107066990045508,False
255,Run 1_Trace 1613475911277,1,0.0,0.09375,0.6239138538992179,False
256,Run 1_Trace 1613475772086,4,0.0,0.08724368830573422,0.20000000000000343,False
257,4.01,6,0.0,0.11515218928127047,0.4363226717802564,False
258,Run 1_Trace 1613475851991,3,0.0,0.12493198934464261,0.38677203442802943,False
259,Run 1_Trace 1613612983026,1,0.0,0.052083333333333336,0.7234942476757247,False
260,Run 1_Trace 1613475730302,8,25.0,0.07319527304538441,0.0,False
261,Run 1_Trace 1613642995941,7,0.0,0.0750545837391324,0.375,False
262,Run 1_Trace 1613475816118,2,0.0,0.059185606060606064,1.3067464345677828,False
263,Run 1_Trace 1613475722958,2,0.0,0.21679859265344179,0.2784567326733644,False
264,Run 1_Trace 1613475719433,2,0.0,0.036491065671646485,0.6627000478655959,False
265,Run 1_Trace 1613475719798,5,60.0,0.12237195161122491,0.001601209802962238,False
266,2.47,5,0.0,0.10996237488249308,0.25120932259114376,False
267,Run 1_Trace 1613475919190,2,0.0,0.07075483505885646,0.41266790167886946,False
268,Run 1_Trace 1613475756632,4,0.0,0.1397726423229123,0.47619047619704136,False
269,Run 1_Trace 1613475800101,8,50.0,0.0865771273551329,0.0,False
270,5.34,7,0.0,0.09554802330534108,0.4340692640687471,False
271,2.57,2,0.0,0.06066852541415732,0.5378977557428801,False
272,Run 1_Trace 1613475726811,5,0.0,0.12968622174860006,0.19748254236534268,False
273,Run 1_Trace 1613475921924,6,0.0,0.08457811479707698,0.5178571428571428,False
274,Run 1_Trace 1613480523807,1,0.0,0.16666666666666666,0.2748672935817441,False
275,Run 1_Trace 1613475785401,6,0.0,0.0890300082847492,0.1893939393939394,False
276,Run 1_Trace 1613475746210,4,0.0,0.0797133736350182,0.18773721626710552,False
277,Run 1_Trace 1613646094981,7,14.285714285714285,0.09296807852493058,0.14285714285714285,False
278,Run 1_Trace 1613480089696,5,0.0,0.13342081196180586,0.3508404162040487,False
279,Run 1_Trace 1613475735249,1,0.0,0.3020833333333333,0.33465587926721596,False
280,Run 1_Trace 1613475894681,4,0.0,0.1119902216209312,0.5080275044091056,False
281,Run 1_Trace 1613475797562,6,0.0,0.0735059915309998,0.3333333333348396,False
282,Run 1_Trace 1613475887492,3,0.0,0.07263814616755793,1.2257747573522277,False
283,3.01,3,0.0,0.13963161021984552,0.28040263783171687,False
284,Run 1_Trace 1613577423207,6,0.0,0.06686529068876525,0.29688088895462317,False
285,6606592_20170518074_RABG3349NL#02_G05.hid,2,0.0,0.189453905706099,0.3551133961569911,False
286,Run 1_Trace 1613688808795,1,0.0,0.3125,0.7772305251384123,False
287,Run 1_Trace 1613475771703,2,0.0,0.026988636363636364,0.5389210751076503,False
288,4.31,7,28.57142857142857,0.09153909575757055,0.0,False
289,Run 1_Trace 1613475745412,2,0.0,0.20997991130884125,0.1363876137838445,False
290,Run 1_Trace 1613475994169,9,44.44444444444444,0.16934266528404687,0.0,False
291,Run 1_Trace 1613683637436,5,0.0,0.053260728850770614,0.4107142857142857,False
292,Run 1_Trace 1613475715417,2,0.0,0.08397690584971843,0.6719560467568692,False
293,3A2.3,5,0.0,0.08734124108897388,0.5683333333329098,False
294,Run 1_Trace 1613484366333,1,0.0,0.16574718133431424,0.8632533848872032,False
295,Run 1_Trace 1613475736612,2,0.0,0.06905649484176965,0.439009926440519,False
296,Run 1_Trace 1613475760615,4,0.0,0.03755079470859145,0.5536399618662379,False
297,5.43,2,0.0,0.0787653200979054,0.5294287153149333,False
298,Run 1_Trace 1613475801906,5,0.0,0.070707356598493,0.329271607769668,False
299,Run 1_Trace 1613476012161,1,0.0,0.03125,0.3570001093935602,False
300,Run 1_Trace 1613475978450,1,0.0,0.34375,0.6285340909834451,False
301,Run 1_Trace 1613475943594,8,37.5,0.124706919892449,0.0638429060797373,False
302,Run 1_Trace 1613594845776,6,0.0,0.08492658206539284,0.04700025216044123,False
303,Run 1_Trace 1613609201391,5,0.0,0.07855225539265084,0.556372750184956,False
304,Run 1_Trace 1613475805916,2,0.0,0.08279220779220779,0.48590989464346,False
305,Run 1_Trace 1613484957227,10,20.0,0.11893929104227227,0.0,False
306,Run 1_Trace 1613475907831,2,0.0,0.0946969696969697,0.5761661485200487,False
307,Run 1_Trace 1613557630144,9,44.44444444444444,0.1668888901503702,0.0,False
308,Run 1_Trace 1613475742609,1,0.0,0.052387340689839815,0.7104138396989165,False
309,Run 1_Trace 1613475729407,2,0.0,0.1755254558736217,0.3365474632957138,False
310,Run 1_Trace 1613475730685,1,0.0,0.09851439477689981,0.5591651725709916,False
311,Run 1_Trace 1613475988126,6,16.666666666666664,0.13234578550450588,0.0,False
312,Run 1_Trace 1613484147466,1,0.0,0.13541666666666666,0.6067061869525875,False
313,Run 1_Trace 1613592427698,1,0.0,0.07575757575757576,0.5446971999899922,False
314,Run 1_Trace 1613617907184,4,0.0,0.08900265393650288,0.8568617170495776,False
315,Run 1_Trace 1613475935564,5,0.0,0.07865700030838638,0.253100350718637,False
316,Run 1_Trace 1613475715578,2,0.0,0.21087066225569523,0.3797091036315638,False
317,Run 1_Trace 1613475741326,2,0.0,0.19635878920695504,0.3983808110852123,False
318,Run 1_Trace 1613475741116,7,42.857142857142854,0.07840330122238362,0.003624961081706178,False
319,Run 1_Trace 1613481076034,2,0.0,0.07868605281853328,0.5258604433187092,False
320,Run 1_Trace 1613571250046,6,0.0,0.04746306867361319,0.43452380952380953,False
321,Run 1_Trace 1613588853858,7,0.0,0.06758326813842105,0.14285714285714285,False
322,Run 1_Trace 1613492093415,1,0.0,0.11458333333333333,0.3337944663813312,False
323,Run 1_Trace 1613489585131,1,0.0,0.1470488906644452,0.6774186540962609,False
324,Run 1_Trace 1613475829777,3,0.0,0.07618496560744041,0.5962264337033985,False
325,Run 1_Trace 1613475906739,6,0.0,0.14221357758835815,0.7569731216909362,False
326,Run 1_Trace 1613475785629,3,0.0,0.07466168528453605,0.28262887107703255,False
327,10-1-1-1_A09_03,2,0.0,0.04924242424242424,0.6311921867510104,False
328,3E4.3,8,50.0,0.09126607308753652,0.08333333333333333,False
329,Run 1_Trace 1613475901264,10,50.0,0.11736454850978018,0.0,False
