,Profile,Features changed,Perc. features changed with bad shap vals,Distance to data point,Distance to training data point,Target missed
72,Run 1_Trace 1613485645791,2,0.0,0.13406285260042558,0.5632124585506251,False
73,Run 1_Trace 1613688859964,2,0.0,0.08265398550724637,1.0988256916964376,False
74,Run 1_Trace 1613475736752,1,0.0,0.08333333333333333,0.6713067372187055,False
75,Run 1_Trace 1613475837670,2,0.0,0.055489422495049595,0.9364490496961744,False
76,Run 1_Trace 1613569840299,7,0.0,0.07281562467999592,0.3248683449293926,False
77,Run 1_Trace 1613475783599,7,28.57142857142857,0.10581172214053612,0.0,False
78,Run 1_Trace 1613618663656,4,0.0,0.0614045879002138,0.38115203243602097,False
79,Run 1_Trace 1613478292234,2,0.0,0.076874999999747,0.31273704829242954,False
80,Run 1_Trace 1613481866121,7,0.0,0.10810427371513771,0.08333333333333333,False
81,Run 1_Trace 1613475745356,2,0.0,0.19075692598677513,0.29609575265207166,False
82,Run 1_Trace 1613678045847,8,25.0,0.07738533943565026,0.0,False
83,Run 1_Trace 1613475720466,6,0.0,0.10076959336259006,0.12734663407847113,False
84,Run 1_Trace 1613489231530,1,0.0,0.125,0.36762050190830675,False
85,Run 1_Trace 1613475798924,6,16.666666666666664,0.10833812296555746,0.07816765599691816,False
86,Run 1_Trace 1613475802182,7,14.285714285714285,0.10301891353973847,0.0,False
87,Run 1_Trace 1613475937255,5,0.0,0.08446668543123387,0.20133993877098869,False
88,Run 1_Trace 1613586857591,4,0.0,0.1068104108032942,0.6032525504276044,False
89,6606074_20170517081_RABM0509NL#02_A10.hid,4,0.0,0.12616898470571486,0.25573025545226763,False
90,Run 1_Trace 1613615811349,3,0.0,0.0996721607841617,0.8541753990586058,False
91,4.54,3,0.0,0.2071819645734229,0.24135811337080115,False
92,Run 1_Trace 1613475883955,6,0.0,0.10585621352899671,0.07459822417634511,False
93,6606057_20170517064_RABF9247NL#02_H07.hid,5,0.0,0.14597651464322708,0.22472076128691604,False
94,Run 1_Trace 1613477873571,7,0.0,0.0654276843178827,0.13180791401271477,False
95,6606039_20170517046_RABO7364NL#02_D05.hid,1,0.0,0.3333333333333333,0.31818978662531083,False
96,Run 1_Trace 1613665089583,3,0.0,0.012963443662452466,0.5779365578803441,False
97,Run 1_Trace 1613475738489,8,37.5,0.09624194216131199,0.004944476567480615,False
98,Run 1_Trace 1613475752417,1,0.0,0.03932076971500275,0.8525080817178669,False
99,Run 1_Trace 1613475782025,3,0.0,0.04077752080955222,0.6669888292701056,False
100,3.19,8,25.0,0.05939798380758002,0.0,False
101,Run 1_Trace 1613483645272,2,0.0,0.10205280036875325,0.5122885498705214,False
102,Run 1_Trace 1613596150529,1,0.0,0.08333333333333333,0.8599739668447338,False
103,Run 1_Trace 1613475732114,3,0.0,0.13226455512347726,0.24433223302599041,False
104,Run 1_Trace 1613475787468,3,0.0,0.053436383303726,0.16459627329342724,False
105,Run 1_Trace 1613491007472,1,0.0,0.043478260869565216,0.8140619162862156,False
106,Run 1_Trace 1613637308065,9,22.22222222222222,0.14937321790431793,0.0,False
107,Run 1_Trace 1613485033615,5,0.0,0.07729657653849127,0.30833333333432333,False
108,Run 1_Trace 1613477198029,2,0.0,0.0488348252378214,0.5576738495273652,False
109,Run 1_Trace 1613629974092,4,0.0,0.10045666351821016,0.622160667098732,False
110,Run 1_Trace 1613477914698,7,0.0,0.04116459916477149,0.8055555555555555,False
111,Run 1_Trace 1613475723439,6,16.666666666666664,0.0867604935227141,0.08999999999979101,False
112,Run 1_Trace 1613475810890,3,0.0,0.06378272228124723,0.2861268491591563,False
113,Run 1_Trace 1613475936360,2,0.0,0.048611111111111105,0.6166563002322633,False
114,Run 1_Trace 1613475848783,9,22.22222222222222,0.06708244140352548,0.0,False
115,Run 1_Trace 1613475869065,5,0.0,0.05280890453301683,0.47252538585353865,False
116,Run 1_Trace 1613480767755,1,0.0,0.10822852238548353,0.7972214637349673,False
117,Run 1_Trace 1613587918827,2,0.0,0.0441058977037243,0.6943814569367276,False
118,Run 1_Trace 1613475753468,7,28.57142857142857,0.07325967534385917,0.0,False
119,5.53,4,0.0,0.05592487773848054,0.7664286781452028,False
120,Run 1_Trace 1613586554234,1,0.0,0.09420289855072464,0.3827103233456226,False
121,Run 1_Trace 1613593273517,3,0.0,0.08852908914627984,0.3076432209636858,False
122,Run 1_Trace 1613576689510,1,0.0,0.07246376811594203,0.5553228586663965,False
123,Run 1_Trace 1613492112001,2,0.0,0.07857376005184807,0.5701035987719363,False
124,Run 1_Trace 1613650230121,4,0.0,0.04986832400852268,0.612148465135104,False
125,Run 1_Trace 1613475794185,5,40.0,0.035617698945894546,0.0,False
126,Run 1_Trace 1613486593772,1,0.0,0.11458333333333333,0.5799500559827455,False
127,3.66,8,62.5,0.12182835059995845,0.0,False
128,Run 1_Trace 1613487170665,6,0.0,0.045593557105751394,0.5717165201735103,False
129,Run 1_Trace 1613475917689,1,0.0,0.07291666666666667,0.8363310473779602,False
130,Run 1_Trace 1613475794371,11,45.45454545454545,0.1255797144235606,0.0,False
131,Run 1_Trace 1613486104028,1,0.0,0.007246376811594203,0.5728275594096445,False
132,Run 1_Trace 1613478755556,2,0.0,0.11631944444444445,0.9400265703497034,False
133,Run 1_Trace 1613475857120,8,25.0,0.11291849209040944,0.050724637681159424,False
134,Run 1_Trace 1613475775715,5,0.0,0.07370499524389515,0.28571428571439783,False
135,Run 1_Trace 1613475867569,2,0.0,0.048547518000664695,0.14112345741290447,False
136,Run 1_Trace 1613475714749,6,33.33333333333333,0.0725007200412665,0.055167608118726744,False
137,Run 1_Trace 1613564387194,8,0.0,0.09068212815044403,0.0,False
138,4.11,5,0.0,0.3550917536938651,0.8947654333400301,False
139,Run 1_Trace 1613478183114,8,25.0,0.09775037730371529,0.0,False
140,Run 1_Trace 1613475794447,2,0.0,0.16384014796423224,0.6568861781265021,False
141,Run 1_Trace 1613487537066,5,20.0,0.10433032163755615,0.9655303203570245,False
142,Run 1_Trace 1613475736833,2,0.0,0.17031712254028836,0.21880039966550083,False
143,Run 1_Trace 1613475964168,1,0.0,0.06254504002798097,0.5875438989108633,False
144,4E3.3,2,0.0,0.055561877233525986,0.3595485652346243,False
145,6606054_20170517061_RABM6853NL#02_E07.hid,4,0.0,0.12616898470571486,0.22026086376373258,False
146,Run 1_Trace 1613475728719,1,0.0,0.11826006345139313,0.5281573328225921,False
147,Run 1_Trace 1613636987187,2,0.0,0.1606280193236715,0.803333903434843,False
148,Run 1_Trace 1613630932665,1,0.0,0.036231884057971016,1.0548037897323157,False
149,Run 1_Trace 1613616879235,9,33.33333333333333,0.1386722591746796,0.0,False
150,Run 1_Trace 1613480966641,8,25.0,0.1276100414608117,0.3333333333333333,False
151,Run 1_Trace 1613475922207,4,0.0,0.01688172216547395,0.3761571854420225,False
152,Run 1_Trace 1613475856675,4,0.0,0.0986961717422385,0.5750000000000001,False
153,Run 1_Trace 1613476301981,2,0.0,0.0561520892836721,0.19403502229054992,False
154,Run 1_Trace 1613671824166,3,0.0,0.10552703828831385,0.4188634724607227,False
155,Run 1_Trace 1613475942333,1,0.0,0.03431535980898308,0.9338479346898065,False
156,Run 1_Trace 1613475920843,3,0.0,0.04330055419765224,0.4257745490193249,False
157,Run 1_Trace 1613489095890,3,0.0,0.05502217321650286,0.534236966838344,False
158,Run 1_Trace 1613478186105,4,0.0,0.11983496808829136,0.10958879670351818,False
159,Run 1_Trace 1613492032656,9,88.88888888888889,0.13808233712745535,0.0,False
160,Run 1_Trace 1613475976981,7,28.57142857142857,0.09877059225283903,0.25,False
161,Run 1_Trace 1613475744994,2,0.0,0.19075692598677513,0.565766102081887,False
162,Run 1_Trace 1613475886921,4,0.0,0.04888268485412659,0.49600101603221297,False
163,Run 1_Trace 1613475783202,3,0.0,0.11849887504545444,0.44441443724977797,False
164,Run 1_Trace 1613475750955,2,0.0,0.0611065299645889,0.5796573062686292,False
165,Run 1_Trace 1613642519491,6,0.0,0.07838002679631512,0.7429957601774471,False
166,Run 1_Trace 1613667246460,4,0.0,0.10449533261174658,0.5240455552374037,False
167,5.20,10,10.0,0.13294525541523025,0.0,False
168,31pg_D06_12.hid,3,0.0,0.07044257154883814,0.31259636910851163,False
169,Run 1_Trace 1613475794771,2,0.0,0.05344202898550725,0.2888509933143565,False
170,Run 1_Trace 1613475733303,4,0.0,0.09713608195237314,0.3090926477784204,False
171,4.59,2,0.0,0.1322463768115942,0.5526313162572332,False
172,Run 1_Trace 1613475868422,1,0.0,0.05905615713089148,0.6409180631163541,False
173,Run 1_Trace 1613475821715,1,0.0,0.021739130434782608,0.4085182247696439,False
174,Run 1_Trace 1613478218063,2,0.0,0.22916666666666666,0.572369963240772,False
175,Run 1_Trace 1613594483186,4,0.0,0.08930283761945934,0.29272783717537837,False
176,Run 1_Trace 1613475741546,5,0.0,0.11214492792127084,0.22222860054324306,False
177,Run 1_Trace 1613492079809,7,14.285714285714285,0.12861356361364135,0.08263385539125054,False
178,Run 1_Trace 1613599986766,5,0.0,0.09307066758625197,0.4432551929697581,False
179,Run 1_Trace 1613480671880,5,20.0,0.08985884406054782,0.5866558206361474,False
180,Run 1_Trace 1613475765069,2,0.0,0.058197463768115944,0.15766454397074361,False
181,Run 1_Trace 1613611201682,6,0.0,0.05860632805715956,0.6891460769032641,False
182,6606050_20170517057_RABM6855NL#02_H06.hid,1,0.0,0.3229166666666667,0.19921665243343004,False
183,Run 1_Trace 1613475803032,3,0.0,0.10251526374958979,0.36235707943081374,False
184,Run 1_Trace 1613475820539,3,0.0,0.10948303726248494,0.2057621319335538,False
185,Run 1_Trace 1613475773010,4,0.0,0.12203608169702397,0.30725931677029844,False
186,Run 1_Trace 1613475925267,2,0.0,0.09895833333333333,0.5799053465846677,False
187,Run 1_Trace 1613475716389,1,0.0,0.08462047836610352,0.7068026892890062,False
188,Run 1_Trace 1613480373102,1,0.0,0.05555555555555555,0.33173689652077715,False
189,Run 1_Trace 1613475784247,3,0.0,0.06649191802536959,0.7056726145992728,False
190,Run 1_Trace 1613679884886,1,0.0,0.07971014492753623,0.8351597305447774,False
191,Run 1_Trace 1613477922901,9,22.22222222222222,0.08560854874007688,0.2309680224542795,False
192,Run 1_Trace 1613475727389,1,0.0,0.2916666666666667,0.5157466531988898,False
193,Run 1_Trace 1613488326513,10,30.0,0.07337820521979174,0.0,False
194,Run 1_Trace 1613480512100,4,0.0,0.033274135557322046,0.49132344465480404,False
195,Run 1_Trace 1613491440309,1,0.0,0.09420289855072464,0.6504098416068667,False
196,Run 1_Trace 1613477690283,9,11.11111111111111,0.1172951261696747,0.0,False
197,Run 1_Trace 1613604495938,2,0.0,0.03864734299516908,0.6559752915066225,False
198,Run 1_Trace 1613475951462,8,0.0,0.0780602753422027,0.14285714285714285,False
199,Run 1_Trace 1613475801794,4,0.0,0.020536406442029562,0.28843162193613736,False
200,Run 1_Trace 1613663913485,8,0.0,0.1753568532612546,0.26490891282732953,False
201,Run 1_Trace 1613485242647,4,0.0,0.12738720105509477,0.1294356032478127,False
202,Run 1_Trace 1613475975500,4,0.0,0.11092939528028564,0.36182217469992956,False
203,Run 1_Trace 1613616829305,3,0.0,0.07631394721624288,0.5350452390452552,False
204,1E5.3,1,0.0,0.07971014492753623,0.564448092691736,False
205,5-1-1-1_B07_04,3,0.0,0.05112721417069243,0.5470092798371644,False
206,Run 1_Trace 1613488287804,9,33.33333333333333,0.0667689985051359,0.5357142857142857,False
207,Run 1_Trace 1613475871387,9,0.0,0.0964573239843865,3.71857455881437e-07,False
208,Run 1_Trace 1613489627064,4,0.0,0.04792111812540213,0.7894403551458596,False
209,Run 1_Trace 1613475728226,8,37.5,0.09988768259297323,0.0003854764340464647,False
210,5.16,2,0.0,0.05253623188405797,0.533800610441958,False
211,Run 1_Trace 1613475740162,2,0.0,0.05272626606632247,0.6729830123872611,False
212,Run 1_Trace 1613475736509,2,0.0,0.0761735926534418,0.09236975618874055,False
213,Run 1_Trace 1613475866662,1,0.0,0.08333333333333333,0.36294298026919825,False
214,Run 1_Trace 1613475842302,2,0.0,0.0922002945611893,0.6026550842307474,False
215,Run 1_Trace 1613475820370,1,0.0,0.07291666666666667,0.6847908134977759,False
216,5.62,3,0.0,0.054931897099372955,1.0224818516296097,False
217,6606027_20170517034_RABJ2459NL#02_H03.hid,1,0.0,0.3333333333333333,0.38802525809851074,False
218,Run 1_Trace 1613614726168,2,0.0,0.0455646083938103,0.7801448554544393,False
219,Run 1_Trace 1613475753598,4,0.0,0.2088554247596947,0.14285714285725498,False
220,Run 1_Trace 1613656737259,9,0.0,0.07473991986061235,0.47619047619047616,False
221,Run 1_Trace 1613590861620,5,0.0,0.05212859237722974,0.6273255332741772,False
222,7241795_20080212140_AGU965#00_D02.hid,4,0.0,0.08450231803904819,0.20993454313629556,False
223,Run 1_Trace 1613475987816,12,25.0,0.18080087970890935,0.3756375569946308,False
224,Run 1_Trace 1613475874040,1,0.0,0.13541666666666666,0.6633413063400835,False
225,Run 1_Trace 1613490625198,4,0.0,0.07469844630183113,0.5558587191868744,False
226,Run 1_Trace 1613475822314,1,0.0,0.09243380884251211,0.22053008413911043,False
227,Run 1_Trace 1613480068950,1,0.0,0.10416666666666667,1.1299955624099967,False
228,Run 1_Trace 1613569358770,5,0.0,0.12021199731515275,0.2421101154388599,False
229,Run 1_Trace 1613644816350,4,0.0,0.026729416477200982,0.6438017088657995,False
230,Run 1_Trace 1613475798962,6,16.666666666666664,0.12335981721980883,0.6818840579710145,False
231,Run 1_Trace 1613490164730,2,0.0,0.028575856095508105,0.39309619468310303,False
232,Run 1_Trace 1613475772369,3,0.0,0.08578459116225966,0.17880074083016181,False
233,Run 1_Trace 1613485223144,3,0.0,0.032643219818180774,0.7551504019923937,False
234,Run 1_Trace 1613487669386,1,0.0,0.08333333333333333,0.4998533277454418,False
235,Run 1_Trace 1613475947574,5,0.0,0.059249589492265185,0.563438759820581,False
236,Run 1_Trace 1613475775889,4,0.0,0.062329592622938655,0.5348185474570427,False
237,Run 1_Trace 1613475774907,1,0.0,0.10869565217391304,0.6627073682251727,False
238,Run 1_Trace 1613484138673,2,0.0,0.07383140259312665,0.45114330674432085,False
239,Run 1_Trace 1613475719063,2,0.0,0.22324123462846093,0.04130641835649671,False
240,Run 1_Trace 1613475742316,6,0.0,0.07608324088404277,0.5255589408293674,False
241,Run 1_Trace 1613475940226,8,25.0,0.09488123076890084,0.0,False
242,Run 1_Trace 1613480341293,9,11.11111111111111,0.06601315895571336,0.0,False
243,2.77,2,0.0,0.08559782608695651,1.8170586238247028,False
244,Run 1_Trace 1613484878378,8,0.0,0.06675340609280674,0.38528424110800724,False
245,Run 1_Trace 1613487624098,11,54.54545454545454,0.10430508905824504,0.0,False
246,Run 1_Trace 1613485175775,2,0.0,0.0992063492063492,0.4690172210574618,False
247,Run 1_Trace 1613475918739,5,0.0,0.07702057741211951,0.3071651300626307,False
248,Run 1_Trace 1613475918156,3,0.0,0.048187413541609735,0.35656159476362015,False
249,Run 1_Trace 1613475744114,1,0.0,0.08333333333333333,0.6153137245878376,False
250,Run 1_Trace 1613475786867,2,0.0,0.11727315732147361,0.3181941726935365,False
251,Run 1_Trace 1613475849305,2,0.0,0.014044826942488063,0.31389813322077187,False
252,Run 1_Trace 1613482158936,3,0.0,0.10169082125633196,0.42057663105245435,False
253,Run 1_Trace 1613476002664,10,30.0,0.1039770701893181,0.0,False
254,Run 1_Trace 1613476182858,2,0.0,0.11770833333382832,0.30710303833315544,False
255,Run 1_Trace 1613475911277,1,0.0,0.09375,0.6199864879095799,False
256,Run 1_Trace 1613475772086,4,0.0,0.08724368830573422,0.2000000000000008,False
257,4.01,6,0.0,0.07811032815566644,0.6192674189632432,False
258,Run 1_Trace 1613475851991,3,0.0,0.12493198934464261,0.38644202305876374,False
259,Run 1_Trace 1613612983026,1,0.0,0.052083333333333336,0.7165065869302859,False
260,Run 1_Trace 1613475730302,7,28.57142857142857,0.08318440507138494,0.002283206570890599,False
261,Run 1_Trace 1613642995941,8,0.0,0.09149781507360938,0.125,False
262,Run 1_Trace 1613475816118,2,0.0,0.058197463768115944,1.3067464345677828,False
263,Run 1_Trace 1613475722958,2,0.0,0.21679859265344179,0.2784567326733644,False
264,Run 1_Trace 1613475719433,2,0.0,0.035502923379156365,0.6627000478655959,False
265,Run 1_Trace 1613475719798,5,40.0,0.12237195161122491,0.001601209802962238,False
266,2.47,5,0.0,0.10996237488249308,0.25055056106281703,False
267,Run 1_Trace 1613475919190,2,0.0,0.07075483505885646,0.40874053568923124,False
268,Run 1_Trace 1613475756632,4,0.0,0.1397726423229123,0.4761904761919711,False
269,Run 1_Trace 1613475800101,8,50.0,0.08653595475898733,0.0,False
270,5.34,8,0.0,0.09979551546099542,0.28956521739078733,False
271,2.57,2,0.0,0.06066852541415732,0.5362508519220632,False
272,Run 1_Trace 1613475726811,7,42.857142857142854,0.11630137615959668,0.030815875698676037,False
273,Run 1_Trace 1613475921924,6,0.0,0.08272454069286352,0.5178571428571428,False
274,Run 1_Trace 1613480523807,1,0.0,0.16666666666666666,0.2709405581972082,False
275,Run 1_Trace 1613475785401,7,28.57142857142857,0.10012095948216597,0.021739130434782608,False
276,Run 1_Trace 1613475746210,5,0.0,0.1011389466023492,0.00023721626710551726,False
277,Run 1_Trace 1613646094981,7,0.0,0.08296936729751216,0.2,False
278,Run 1_Trace 1613480089696,5,0.0,0.13045439130914763,0.3508404162040487,False
279,Run 1_Trace 1613475735249,1,0.0,0.3020833333333333,0.3343264985030526,False
280,Run 1_Trace 1613475894681,4,0.0,0.1119902216209312,0.506709981352452,False
281,Run 1_Trace 1613475797562,7,0.0,0.11053007442728649,3.4299078304543816e-13,False
282,Run 1_Trace 1613475887492,3,0.0,0.07045088566827697,1.22577475735215,False
283,3.01,3,0.0,0.1352657004830918,0.28040263783171687,False
284,Run 1_Trace 1613577423207,7,0.0,0.07148437905043956,0.17188088895462317,False
285,6606592_20170518074_RABG3349NL#02_G05.hid,2,0.0,0.189453905706099,0.354125253864501,False
286,Run 1_Trace 1613688808795,1,0.0,0.3125,0.7405503656421912,False
287,Run 1_Trace 1613475771703,2,0.0,0.026494565217391304,0.5349943397231145,False
288,4.31,7,28.57142857142857,0.09046422575686933,0.0,False
289,Run 1_Trace 1613475745412,2,0.0,0.20997991130884125,0.1363876137838445,False
290,Run 1_Trace 1613475994169,9,44.44444444444444,0.1691962738333076,0.0,False
291,Run 1_Trace 1613683637436,5,0.0,0.050187055833096926,0.4107142857142857,False
292,Run 1_Trace 1613475715417,2,0.0,0.08397690584971843,0.6699797621718889,False
293,3A2.3,5,0.0,0.08720948878330856,0.5683333333329098,False
294,Run 1_Trace 1613484366333,1,0.0,0.16574718133431424,0.8610420894998451,False
295,Run 1_Trace 1613475736612,2,0.0,0.06740959102095279,0.439009926440519,False
296,Run 1_Trace 1613475760615,4,0.0,0.03738610432650975,0.5536399618639957,False
297,5.43,2,0.0,0.0787653200979054,0.5290974427354631,False
298,Run 1_Trace 1613475801906,5,0.0,0.06557560429280565,0.35427160776977795,False
299,Run 1_Trace 1613476012161,1,0.0,0.03125,0.3570001093935602,False
300,Run 1_Trace 1613475978450,1,0.0,0.34375,0.624602310758091,False
301,Run 1_Trace 1613475943594,7,28.57142857142857,0.14140015311952717,0.06384309200846525,False
302,Run 1_Trace 1613594845776,6,0.0,0.08278054379423637,0.04700025216044123,False
303,Run 1_Trace 1613609201391,5,0.0,0.07749015463615158,0.5548492241606295,False
304,Run 1_Trace 1613475805916,2,0.0,0.0889945652173913,0.47251703750060287,False
305,Run 1_Trace 1613484957227,10,30.0,0.11736746179927385,0.0,False
306,Run 1_Trace 1613475907831,2,0.0,0.09420289855072464,0.5667050763472743,False
307,Run 1_Trace 1613557630144,9,44.44444444444444,0.16675840219467916,0.0,False
308,Run 1_Trace 1613475742609,1,0.0,0.052387340689839815,0.7077787935856085,False
309,Run 1_Trace 1613475729407,2,0.0,0.1755254558736217,0.3349005594748969,False
310,Run 1_Trace 1613475730685,1,0.0,0.09851439477689981,0.5585064110426649,False
311,Run 1_Trace 1613475988126,6,16.666666666666664,0.13180112319513768,0.0,False
312,Run 1_Trace 1613484147466,1,0.0,0.13541666666666666,0.6030125546523388,False
313,Run 1_Trace 1613592427698,1,0.0,0.07246376811594203,0.5376233461253285,False
314,Run 1_Trace 1613617907184,4,0.0,0.08180204502206338,0.8568617170495776,False
315,Run 1_Trace 1613475935564,5,0.0,0.07773990092581384,0.25308963043189825,False
316,Run 1_Trace 1613475715578,2,0.0,0.21087066225569523,0.379050342103237,False
317,Run 1_Trace 1613475741326,2,0.0,0.19635878920695504,0.39640452650023206,False
318,Run 1_Trace 1613475741116,7,42.857142857142854,0.07826213803774218,0.003624961081706178,False
319,Run 1_Trace 1613481076034,2,0.0,0.07868605281853328,0.520308013101479,False
320,Run 1_Trace 1613571250046,6,0.0,0.044457116052484376,0.43452380952380953,False
321,Run 1_Trace 1613588853858,7,0.0,0.06124800819221976,0.14285714285714285,False
322,Run 1_Trace 1613492093415,1,0.0,0.11458333333333333,0.33051766405369015,False
323,Run 1_Trace 1613489585131,1,0.0,0.1470488906644452,0.6672853517634701,False
324,Run 1_Trace 1613475829777,3,0.0,0.07323776125358643,0.5962264337031569,False
325,Run 1_Trace 1613475906739,6,0.0,0.14130819440952627,0.7535638077023656,False
326,Run 1_Trace 1613475785629,3,0.0,0.07466168528453605,0.28229949031286916,False
327,10-1-1-1_A09_03,2,0.0,0.048913043478260865,0.631125973215271,False
328,3E4.3,8,37.5,0.09104352468732058,0.08333333333333333,False
